venue_id,name,city,address_text,google_maps_url
29167a8c-3c53-4f28-afa6-19e16106c9cf,Pío XII - Casa María,Almassora,null,https://www.google.com/maps/search/?api=1&query=P%C3%ADo%20XII%20-%20Casa%20Mar%C3%ADa%2C%20Almassora%2C%20Castell%C3%B3n%2C%20Comunitat%20Valenciana
7ee56a67-3518-4ce4-9eb5-a6e02fc376ee,Quitín,Burjassot,null,https://www.google.com/maps/search/?api=1&query=Quit%C3%ADn%2C%20Burjassot%2C%20Valencia%2C%20Comunitat%20Valenciana
c04fa72c-5b43-4807-9205-88e8c68d1e6e,San Rafael,Benicarló,null,https://www.google.com/maps/search/?api=1&query=San%20Rafael%2C%20Benicarl%C3%B3%2C%20Castell%C3%B3n%2C%20Comunitat%20Valenciana
5a2ca8fc-abc3-4ce0-ae30-1e999852a586,Bar Uvi Segorbe,Segorbe,null,https://www.google.com/maps/search/?api=1&query=Bar%20Uvi%20Segorbe%2C%20Segorbe%2C%20Castell%C3%B3n%2C%20Comunitat%20Valenciana
9fe333db-0f10-44a6-b933-c650a5b79ffb,Ca Rakel,Valencia,null,https://www.google.com/maps/search/?api=1&query=Ca%20Rakel%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
4d4c48e9-db4c-48de-bf61-a6589d6597d2,El Campús,Dénia,null,https://www.google.com/maps/search/?api=1&query=El%20Camp%C3%BAs%2C%20D%C3%A9nia%2C%20Alicante%2C%20Comunitat%20Valenciana
6ab8c754-315c-4a14-bd9b-d577aa191321,Els Arcs,L'Alcúdia,null,https://www.google.com/maps/search/?api=1&query=Els%20Arcs%2C%20L%27Alc%C3%BAdia%2C%20Valencia%2C%20Comunitat%20Valenciana
f1f70e7b-904f-4a3c-a00a-1adc3b9ffa73,Gastro Trinquet (grupo),Valencia,null,https://www.google.com/maps/search/?api=1&query=Gastro%20Trinquet%20%28grupo%29%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
f81c49bb-85d8-45e9-8ffd-22d7940782d9,Mercat Municipal de Dénia (Bares de mercat),Dénia,null,https://www.google.com/maps/search/?api=1&query=Mercat%20Municipal%20de%20D%C3%A9nia%20%28Bares%20de%20mercat%29%2C%20D%C3%A9nia%2C%20Alicante%2C%20Comunitat%20Valenciana
351b7b4c-aa49-4481-bfcb-20f2e8c0b8bd,Tabick,Llombai,null,https://www.google.com/maps/search/?api=1&query=Tabick%2C%20Llombai%2C%20Valencia%2C%20Comunitat%20Valenciana
022b0034-3ff8-4770-bc07-6d0d8b4ee3ba,Torrador el Barull,Castellón de la Plana,null,https://www.google.com/maps/search/?api=1&query=Torrador%20el%20Barull%2C%20Castell%C3%B3%20de%20la%20Plana%2C%20Castell%C3%B3n%2C%20Comunitat%20Valenciana
d84e0f82-826c-4f03-acee-627208ce7471,Un cuiner a l’escoleta,Sagra,null,https://www.google.com/maps/search/?api=1&query=Un%20cuiner%20a%20l%E2%80%99escoleta%2C%20Sagra%2C%20Alicante%2C%20Comunitat%20Valenciana
f51cb6a8-3b9c-48f5-aaf7-36ad7089ca18,Venda Guillamón,Castellón de la Plana,null,https://www.google.com/maps/search/?api=1&query=Venda%20Guillam%C3%B3n%2C%20Castell%C3%B3%20de%20la%20Plana%2C%20Castell%C3%B3n%2C%20Comunitat%20Valenciana
e46f992f-4b54-48cc-ae8c-36c5434a7dda,Bar Poliesportiu de Simat 2015,Simat de la Valldigna,null,https://www.google.com/maps/search/?api=1&query=Bar%20Poliesportiu%20de%20Simat%202015%2C%20Simat%20de%20la%20Valldigna%2C%20Valencia%2C%20Comunitat%20Valenciana
1ebca243-cc2c-4bf9-8ebd-701d7378da5b,Cafetería Restaurante Pitti,Valencia,null,https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Restaurante%20Pitti%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
271b0216-d775-46b5-b6dc-4173151b137a,Casa Herminia,La Pobla de Tornesa,null,https://www.google.com/maps/search/?api=1&query=Casa%20Herminia%2C%20La%20Pobla%20de%20Tornesa%2C%20Castell%C3%B3n%2C%20Comunitat%20Valenciana
fd06095b-ffa7-461c-b6ce-9bcdc9f5ed3e,Club de Campo Les Palmeres,Sueca,null,https://www.google.com/maps/search/?api=1&query=Club%20de%20Campo%20Les%20Palmeres%2C%20Sueca%2C%20Valencia%2C%20Comunitat%20Valenciana
5290bc8c-5b07-4b1c-8453-16b50a72f612,El Ferrao,Alicante,null,https://www.google.com/maps/search/?api=1&query=El%20Ferrao%2C%20Alacant/Alicante%2C%20Alicante%2C%20Comunitat%20Valenciana
d3d3b09b-defa-4b01-980b-5fe338c1134a,Les Cholines,Alfondeguilla,null,https://www.google.com/maps/search/?api=1&query=Les%20Cholines%2C%20Fondeguilla%2C%20Castell%C3%B3n%2C%20Comunitat%20Valenciana
5443e1a4-c854-4d26-a2a6-baa8e5ac3875,Nuevo Oslo,Valencia,null,https://www.google.com/maps/search/?api=1&query=Nuevo%20Oslo%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
35e9f052-25cd-45ef-88c1-5170c4a401e2,Pensat i Fet,Cullera,null,https://www.google.com/maps/search/?api=1&query=Pensat%20i%20Fet%2C%20Cullera%2C%20Valencia%2C%20Comunitat%20Valenciana
0c84e5b5-aa05-4865-a4e8-01c1e0725364,Pizcueta 14,Valencia,null,https://www.google.com/maps/search/?api=1&query=Pizcueta%2014%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
199eb79e-969d-46c5-8763-ae1b603379c2,Restaurante Toni Cantó,Teulada,null,https://www.google.com/maps/search/?api=1&query=Restaurante%20Toni%20Cant%C3%B3%2C%20Teulada%2C%20Alicante%2C%20Comunitat%20Valenciana
35fdd810-f4fe-487d-ab3d-fe1c88a04844,Ca Saoret,Tavernes de la Valldigna,null,https://www.google.com/maps/search/?api=1&query=Ca%20Saoret%2C%20Tavernes%20de%20la%20Valldigna%2C%20Valencia%2C%20Comunitat%20Valenciana
25373c1c-b4aa-4b74-8f9a-d497285ceeee,Cafetería Restaurante Beluga,Valencia,null,https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Restaurante%20Beluga%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
a5fc0f24-ea2e-45a4-9638-786dd14b546b,Central Bar by Ricard Camarena,Valencia,null,https://www.google.com/maps/search/?api=1&query=Central%20Bar%20by%20Ricard%20Camarena%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
260892cf-ef09-4ef3-a46a-1dec7c8243ae,Cooperativa,Valencia,null,https://www.google.com/maps/search/?api=1&query=Cooperativa%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
2c0d0cd2-81a2-41dc-8cdf-e2aebf0ae878,La Cantina de Ruzafa,Valencia,null,https://www.google.com/maps/search/?api=1&query=La%20Cantina%20de%20Ruzafa%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
f7bcec4e-e35f-4784-93c1-ca05c36c306a,La Mesedora,Algemesí,null,https://www.google.com/maps/search/?api=1&query=La%20Mesedora%2C%20Algemes%C3%AD%2C%20Valencia%2C%20Comunitat%20Valenciana
77de08bd-3742-411f-a7bc-fb43ecf82c8e,Les Tapes de Rafa,Carcaixent,null,https://www.google.com/maps/search/?api=1&query=Les%20Tapes%20de%20Rafa%2C%20Carcaixent%2C%20Valencia%2C%20Comunitat%20Valenciana
eb5903b8-d22a-41f7-b1dd-a0435833ca86,Llaurador,Pedreguer,null,https://www.google.com/maps/search/?api=1&query=Llaurador%2C%20Pedreguer%2C%20Alicante%2C%20Comunitat%20Valenciana
71c14599-f563-4ec3-91bc-2f940dc542e5,París - Los Isidros,Valencia,null,https://www.google.com/maps/search/?api=1&query=Par%C3%ADs%20-%20Los%20Isidros%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
